unit_price_usd,profit_usd,shipping_cost_usd,profit_margin_pct,cost_usd,total_price_usd
173.82,448.05,10.53,51.55,421.05,869.1
246.17,298.27,8.32,44.88,366.39,664.66
114.88,115.6,7.24,37.27,194.58,310.18
47.22,7.18,13.6,17.55,31.15,37.78
475.51,589.56,20.78,30.73,1097.55,1805.0
37.45,112.3,17.96,59.01,74.95,187.25
72.9,55.28,22.26,42.13,75.94,131.22
123.8,43.62,24.43,20.73,166.84,210.46
313.5,527.03,5.06,39.56,805.35,1332.38
179.56,310.66,12.28,36.42,542.25,852.91
475.51,784.3,19.66,41.97,1097.55,1805.0
252.46,404.27,12.5,56.19,315.24,719.51
286.5,124.89,18.2,29.06,304.86,429.75
26.78,48.71,22.62,42.8,65.1,113.81
84.12,156.81,16.67,43.86,200.7,357.51
43.36,87.33,2.53,47.39,96.95,184.28
105.14,81.53,12.65,43.08,107.72,189.25
419.13,488.2,18.38,34.26,936.84,1425.04
97.8,109.76,19.8,31.17,242.32,352.08
475.51,335.66,0.28,39.04,524.18,859.84
246.11,149.12,17.82,33.66,293.88,443.0
155.18,143.9,0.95,51.52,135.42,279.32
92.06,154.98,1.37,46.76,176.44,331.42
182.89,216.38,2.19,31.13,478.6,694.98
20.53,37.44,4.89,45.59,44.68,82.12
191.92,17.18,21.45,13.24,126.76,143.94
120.34,164.51,2.38,50.63,160.41,324.92
106.15,147.36,22.83,34.71,277.24,424.6
141.69,158.34,24.04,37.25,266.73,425.07
22.28,44.25,23.79,55.17,35.96,80.21
101.54,119.36,24.75,34.57,225.88,345.24
172.97,132.34,6.57,38.26,213.6,345.94
127.59,68.92,23.89,30.01,160.74,229.66
135.43,20.74,16.18,13.24,283.98,304.72
409.27,283.72,20.94,34.66,534.82,818.54
31.38,42.6,5.98,33.94,82.92,125.52
198.72,291.09,17.79,48.83,305.07,596.16
186.49,60.81,2.57,32.61,125.68,186.49
31.61,43.09,24.72,32.08,91.25,134.34
130.92,57.17,6.26,45.97,67.2,124.37
183.5,70.91,12.08,42.94,94.24,165.15
115.94,116.33,20.39,26.4,324.24,440.57
71.44,94.29,5.47,43.99,120.03,214.32
108.12,98.21,1.99,37.85,161.28,259.49
39.0,74.35,23.05,38.13,120.65,195.0
45.72,7.18,14.32,18.62,29.77,36.58
140.1,303.77,15.14,51.02,291.65,595.42
231.43,145.46,20.7,33.08,294.26,439.72
96.95,208.91,23.34,45.36,251.6,460.51
128.83,180.89,9.99,29.56,431.05,611.94
101.96,193.91,14.64,40.04,290.4,484.31
149.25,108.55,21.67,24.24,339.2,447.75
26.12,16.71,23.0,28.43,42.06,58.77
193.46,33.33,13.67,21.54,121.44,154.77
111.25,30.28,5.79,18.14,136.6,166.88
250.85,83.06,17.3,41.39,117.62,200.68
29.17,46.89,2.44,53.58,40.62,87.51
196.16,180.68,18.93,48.48,192.02,372.7
213.76,149.25,11.02,41.07,214.14,363.39
49.47,51.95,14.81,27.63,136.04,187.99
126.83,90.88,16.84,37.71,150.1,240.98
26.77,9.57,8.42,44.68,13.04,22.06
241.88,219.53,4.57,31.85,469.83,689.36
225.2,188.58,12.09,32.84,385.68,574.26
75.92,30.92,4.48,45.25,37.41,68.33
100.84,29.04,23.6,36.0,51.63,80.67
199.67,561.85,12.11,56.28,436.5,998.35
61.38,119.12,21.16,51.07,114.12,233.24
16.56,9.24,3.07,13.95,57.0,66.24
114.68,112.12,3.61,48.88,117.24,229.36
72.11,97.18,0.25,35.46,176.84,274.02
220.98,171.5,5.2,24.25,535.64,707.14
169.3,121.17,23.55,26.51,335.94,457.11
91.27,40.35,19.45,24.56,123.94,164.29
235.77,173.36,7.23,32.68,357.12,530.48
42.43,29.29,24.05,38.35,47.08,76.37
22.14,42.01,10.57,49.93,42.12,84.13
125.66,96.68,16.87,27.0,261.45,358.13
145.82,221.2,24.75,30.34,507.9,729.1
117.84,336.85,11.36,57.17,252.35,589.2
156.78,370.4,2.87,59.01,256.72,627.12
136.63,42.92,0.71,31.41,93.71,136.63
87.82,43.27,8.49,49.27,44.55,87.82
365.96,399.14,12.27,54.53,332.78,731.92
298.17,110.58,23.05,39.04,172.68,283.26
174.09,256.4,15.44,51.68,239.76,496.16
155.91,63.29,11.58,40.59,92.62,155.91
52.41,123.56,12.29,58.94,86.08,209.64
275.52,621.44,18.8,56.39,480.64,1102.08
21.52,44.87,21.07,43.9,57.35,102.22
24.84,9.45,11.88,42.26,13.04,22.36
76.79,37.33,18.1,51.17,35.62,72.95
161.06,18.57,22.24,14.41,110.28,128.85
91.44,38.47,20.66,23.37,126.12,164.59
195.46,241.24,19.56,30.86,540.6,781.84
180.95,302.85,0.25,55.79,240.0,542.85
161.76,221.66,9.56,28.85,546.7,768.36
104.65,250.68,15.2,59.01,167.92,418.6
184.52,228.73,3.57,43.49,297.15,525.88
50.45,86.91,8.81,40.53,127.5,214.41
15.89,11.83,14.09,39.19,18.36,30.19
96.39,145.15,18.21,30.12,336.8,481.95
92.54,123.6,10.71,44.52,154.02,277.62
259.55,218.63,21.05,46.8,248.56,467.19
60.62,17.74,1.33,13.24,118.65,136.39
160.51,147.84,13.57,25.58,430.0,577.84
23.63,42.04,6.64,44.48,52.48,94.52
37.7,63.4,1.4,37.37,106.25,169.65
129.36,127.39,18.65,36.47,221.88,349.27
401.77,636.25,15.46,31.67,1097.55,1805.0
88.24,33.57,8.27,42.27,45.85,79.42
127.81,166.2,17.89,50.99,159.72,325.92
311.53,81.9,4.4,27.67,214.05,295.95
247.63,44.79,7.41,21.28,165.7,210.49
122.3,26.06,17.42,23.68,84.01,110.07
117.55,190.32,6.19,40.48,279.88,470.2
76.67,49.29,15.62,40.18,73.38,122.67
142.78,329.84,8.74,57.75,241.28,571.12
23.02,9.82,24.41,42.66,13.2,23.02
112.63,56.27,3.43,49.96,56.36,112.63
146.45,128.06,5.87,30.68,289.32,417.38
34.24,66.46,21.02,53.92,56.8,123.26
106.82,176.43,12.58,41.29,250.85,427.28
47.01,92.55,15.84,43.75,119.0,211.55
361.03,134.2,5.27,43.73,172.68,306.88
185.44,87.34,2.26,47.1,98.1,185.44
229.24,64.05,5.22,31.04,142.27,206.32
288.63,70.07,18.34,15.17,391.74,461.81
475.51,310.07,10.16,33.87,605.46,915.53
61.07,77.79,2.45,42.46,105.42,183.21
120.51,44.05,20.3,40.61,64.41,108.46
93.97,51.52,9.15,28.86,127.02,178.54
378.16,784.3,20.58,51.11,832.05,1701.72
40.82,94.94,20.27,51.68,88.75,183.69
198.46,276.46,22.02,46.43,318.92,595.38
89.81,86.34,1.73,22.62,295.35,381.69
228.01,561.65,1.68,49.27,578.4,1140.05
171.26,94.22,10.02,22.92,316.8,411.02
229.82,231.27,22.16,35.31,423.72,654.99
140.63,199.44,1.33,29.86,468.55,667.99
61.07,88.75,21.47,53.82,76.14,164.89
213.16,341.5,5.36,44.5,425.88,767.38
138.23,243.14,14.5,39.09,378.9,622.04
19.61,13.02,4.12,33.2,26.2,39.22
246.14,158.46,17.31,37.87,259.98,418.44
32.28,52.68,12.28,54.4,44.16,96.84
113.33,36.89,15.49,38.3,59.44,96.33
184.84,82.32,19.67,44.54,102.52,184.84
258.7,286.38,12.56,36.9,489.72,776.1
329.83,211.02,10.31,31.99,448.64,659.66
44.76,59.62,3.55,49.33,61.23,120.85
143.69,100.25,7.92,36.72,172.76,273.01
150.22,276.48,12.61,43.31,361.95,638.43
426.09,779.26,13.27,45.72,925.1,1704.36
106.09,46.26,21.11,43.6,59.83,106.09
208.59,357.64,17.06,45.12,435.0,792.64
134.94,135.76,16.01,35.3,248.82,384.58
105.2,52.02,4.13,29.09,126.82,178.84
93.68,82.77,23.88,24.54,254.48,337.25
99.8,90.75,13.35,31.91,193.68,284.43
138.02,294.54,19.59,44.93,361.05,655.59
72.7,118.97,8.58,57.42,88.23,207.2
230.67,471.43,24.37,53.78,405.12,876.55
236.63,184.49,12.69,48.73,194.12,378.61
121.71,187.62,9.4,51.38,177.51,365.13
18.81,7.18,7.99,33.76,13.04,22.06
39.3,66.4,2.22,42.24,90.8,157.2
51.18,55.34,17.34,54.06,47.02,102.36
141.09,189.3,4.8,35.31,346.84,536.14
71.08,63.79,14.79,47.23,71.26,135.05
55.34,124.48,7.92,49.99,124.55,249.03
78.98,153.5,23.71,38.87,241.4,394.9
62.11,64.56,23.7,51.97,59.66,124.22
165.95,183.24,15.22,55.21,148.66,331.9
27.2,9.28,2.7,35.91,16.56,25.84
102.1,95.84,21.11,46.93,108.36,204.2
139.59,162.96,17.66,40.96,234.87,397.83
126.5,207.7,18.93,41.05,298.3,506.0
60.94,54.99,11.47,50.13,54.7,109.69
48.1,29.19,5.91,35.7,52.58,81.77
76.83,117.16,0.65,38.12,190.16,307.32
177.7,255.48,16.2,30.27,588.6,844.08
174.37,313.41,16.02,39.94,471.25,784.66
58.85,158.05,21.22,53.71,136.2,294.25
34.3,42.65,11.55,27.63,111.7,154.35
44.26,54.64,15.0,30.86,122.4,177.04
85.78,25.9,11.12,35.52,47.01,72.91
53.36,86.38,0.64,44.97,105.72,192.1
48.96,55.72,13.99,56.9,42.2,97.92
133.34,154.29,5.93,38.57,245.73,400.02
272.54,137.32,17.12,50.39,135.22,272.54
127.36,188.44,22.34,36.99,321.0,509.44
85.22,129.54,24.72,35.77,232.65,362.19
18.21,20.15,0.62,46.11,23.55,43.7
76.0,121.53,3.77,56.11,95.07,216.6
425.28,260.35,13.23,18.01,1097.55,1445.95
115.66,105.14,19.61,45.45,126.18,231.32
104.45,25.93,1.24,31.03,57.63,83.56
95.48,175.24,2.22,45.88,206.68,381.92
24.38,41.0,5.77,33.63,80.9,121.9
51.62,53.29,19.99,24.29,166.1,219.39
248.34,97.88,4.66,39.41,150.46,248.34
109.88,126.4,22.58,57.52,93.36,219.76
71.36,132.8,3.17,37.22,224.0,356.8
131.39,59.74,5.58,28.42,150.48,210.22
196.01,215.28,19.11,54.92,176.74,392.02
79.21,27.88,7.39,37.05,47.37,75.25
19.62,34.04,18.67,38.55,54.25,88.29
101.47,40.63,22.27,40.04,60.84,101.47
179.54,192.98,3.93,53.74,166.1,359.08
323.87,106.81,14.56,38.8,168.48,275.29
73.14,27.29,23.56,41.46,38.54,65.83
102.62,166.48,9.54,40.56,244.0,410.48
52.41,36.42,6.88,38.61,57.92,94.34
31.47,24.39,19.11,43.05,32.26,56.65
179.02,118.31,24.28,24.48,365.04,483.35
72.78,62.3,22.95,28.53,156.04,218.34
17.0,7.64,6.26,26.44,21.26,28.9
196.57,55.02,22.06,34.99,102.24,157.26
169.25,264.92,15.76,39.13,412.08,677.0
107.0,28.66,5.92,16.74,142.54,171.2
258.13,141.05,19.2,28.76,349.4,490.45
475.51,495.26,9.82,50.38,487.84,983.1
101.4,44.63,4.71,44.01,56.77,101.4
161.86,345.96,22.41,53.44,301.48,647.44
41.79,50.77,18.83,35.73,91.32,142.09
115.37,230.53,22.79,55.51,184.8,415.33
91.08,50.94,16.88,55.93,40.14,91.08
185.92,244.28,16.0,48.66,257.7,501.98
107.74,94.55,13.7,32.5,196.35,290.9
231.58,628.0,9.56,54.24,529.9,1157.9
24.81,7.18,7.0,23.51,17.08,22.33
123.93,74.69,19.85,16.07,390.05,464.74
18.18,26.77,21.35,39.27,41.4,68.17
150.01,43.31,0.25,30.39,99.2,142.51
137.86,45.92,14.05,41.64,64.37,110.29
76.05,150.31,16.47,46.51,172.9,323.21
101.97,174.02,7.88,50.19,172.68,346.7
201.89,231.06,14.97,38.15,374.61,605.67
69.41,43.94,22.77,31.65,94.88,138.82
181.98,42.61,8.32,26.02,121.17,163.78
33.43,9.59,3.99,35.86,17.15,26.74
28.98,23.77,8.46,30.38,54.48,78.25
125.5,110.43,21.64,51.76,102.92,213.35
28.86,49.92,0.5,38.44,79.95,129.87
66.42,138.79,8.8,49.17,143.5,282.29
98.23,111.15,3.85,37.72,183.54,294.69
22.27,17.96,1.74,40.32,26.58,44.54
103.35,44.39,5.71,42.95,58.96,103.35
209.51,45.64,9.95,13.61,289.58,335.22
96.02,56.49,3.52,58.83,39.53,96.02
157.91,53.36,3.78,39.76,80.86,134.22
153.68,280.68,12.16,45.66,334.04,614.72
177.1,268.77,17.49,50.59,262.53,531.3
400.75,755.75,15.91,37.72,1097.55,1805.0
176.99,123.18,14.81,34.8,230.8,353.98
15.72,7.18,6.83,42.64,13.04,22.06
49.23,16.19,21.09,34.62,30.58,46.77
144.48,246.4,23.92,34.11,476.0,722.4
51.62,28.89,2.57,55.97,22.73,51.62
90.69,63.36,19.17,34.93,118.02,181.38
170.7,62.81,22.91,21.64,227.38,290.19
27.91,13.38,8.31,47.94,14.53,27.91
182.42,150.3,17.76,41.2,214.54,364.84
77.17,85.5,14.41,32.59,176.88,262.38
294.75,291.99,16.53,33.02,592.26,884.25
115.59,139.92,12.6,47.47,154.83,294.75
46.18,21.38,14.58,15.43,117.16,138.54
151.93,177.56,8.81,58.43,126.3,303.86
157.4,326.5,21.3,41.49,460.5,787.0
243.81,158.19,14.1,19.08,670.76,828.95
154.82,97.73,13.62,37.13,165.46,263.19
150.76,435.9,4.11,57.83,317.9,753.8
113.28,167.78,16.04,31.18,370.3,538.08
151.72,209.44,6.07,34.51,397.44,606.88
242.66,363.36,10.95,49.91,364.62,727.98
188.13,422.05,2.6,44.87,518.6,940.65
79.2,13.79,1.57,20.48,53.53,67.32
164.56,344.87,16.61,46.57,395.65,740.52
68.34,80.7,14.64,39.36,124.32,205.02
216.99,416.52,9.24,53.32,364.64,781.16
101.27,91.58,12.31,37.68,151.47,243.05
184.88,322.38,16.53,58.12,232.26,554.64
80.56,92.92,3.48,42.72,124.59,217.51
385.87,205.02,13.58,55.93,161.56,366.58
243.79,316.48,10.07,36.06,561.16,877.64
228.29,430.18,13.92,49.59,437.32,867.5
66.79,41.04,22.95,34.14,79.18,120.22
94.38,74.76,22.21,39.61,114.0,188.76
44.66,66.59,10.36,39.24,103.12,169.71
63.53,18.95,11.41,35.09,35.05,54.0
92.45,153.88,21.94,41.61,215.92,369.8
156.27,300.55,4.47,38.47,480.8,781.35
165.51,47.15,16.31,31.65,101.81,148.96
116.88,73.26,9.68,36.87,125.44,198.7
156.56,159.49,23.98,35.74,286.71,446.2
115.15,271.6,21.24,47.17,304.15,575.75
85.14,114.61,8.13,33.65,225.95,340.56
42.68,60.33,13.07,47.12,67.71,128.04
98.3,135.77,15.14,36.83,232.85,368.62
104.31,26.74,12.7,32.04,56.71,83.45
197.85,143.09,20.72,26.79,391.11,534.2
151.71,46.84,13.55,30.87,104.87,151.71
194.05,44.31,20.02,30.45,101.23,145.54
109.77,238.36,7.05,45.71,283.05,521.41
189.39,158.88,3.88,46.61,182.02,340.9
161.5,254.44,13.2,43.76,326.96,581.4
119.96,196.36,0.64,34.46,373.45,569.81
107.5,89.87,2.02,49.18,92.88,182.75
168.48,82.22,9.71,19.14,347.4,429.62
295.41,382.74,21.96,43.19,503.49,886.23
460.71,618.48,22.02,33.56,1097.55,1805.0
143.86,33.36,15.49,14.49,196.82,230.18
438.69,784.3,24.13,46.8,1097.55,1805.0
58.09,91.79,18.37,42.14,126.05,217.84
385.74,784.3,11.64,53.95,675.04,1465.81
107.21,96.83,7.33,28.22,246.24,343.07
142.41,302.84,14.25,53.16,266.8,569.64
277.65,219.62,10.13,27.75,571.68,791.3
45.44,69.18,0.41,50.75,67.14,136.32
78.18,96.4,16.07,45.67,114.69,211.09
128.02,106.32,11.7,41.52,149.72,256.04
267.68,660.9,22.54,49.38,677.5,1338.4
154.73,318.0,24.4,41.1,455.65,773.65
32.86,33.73,10.71,54.03,28.7,62.43
20.96,10.37,24.66,54.98,13.04,22.06
148.47,229.16,2.64,38.59,364.72,593.88
33.6,42.3,12.46,31.47,92.1,134.4
79.61,115.74,1.18,48.46,123.09,238.83
237.31,426.97,15.09,52.92,379.88,806.85
264.06,216.6,9.89,48.25,232.3,448.9
147.08,63.65,5.4,48.08,68.72,132.37
156.66,47.58,0.57,37.96,77.75,125.33
20.47,45.65,6.18,44.6,56.7,102.35
39.37,16.44,3.32,46.4,18.99,35.43
15.95,21.58,2.85,47.47,23.88,45.46
214.2,234.27,12.47,40.51,344.07,578.34
188.66,108.54,10.24,57.53,80.12,188.66
38.29,62.7,24.46,54.58,52.17,114.87
111.71,86.28,0.25,28.61,215.34,301.62
120.57,128.83,6.23,39.57,196.71,325.54
138.66,135.15,22.19,38.22,218.43,353.58
118.37,172.52,11.89,36.44,300.96,473.48
95.77,48.34,16.97,53.13,42.64,90.98
70.76,158.16,9.77,55.88,124.88,283.04
122.96,94.69,5.26,27.02,255.75,350.44
218.36,125.49,20.74,31.93,267.56,393.05
178.14,227.4,7.21,31.91,485.16,712.56
187.53,141.29,2.91,27.9,365.04,506.33
24.85,16.82,2.31,33.84,32.88,49.7
88.6,109.62,10.35,41.24,156.18,265.8
53.56,73.11,5.92,45.5,87.57,160.68
277.02,63.84,5.54,30.73,143.93,207.77
123.89,64.38,0.25,51.97,59.51,123.89
120.55,214.05,22.02,59.01,147.6,361.65
84.72,166.34,24.49,43.63,214.9,381.24
235.89,345.57,0.37,48.83,362.1,707.67
71.85,66.57,9.66,51.47,62.76,129.33
47.41,42.51,4.23,28.02,109.2,151.71
108.21,85.74,3.53,41.7,119.86,205.6
125.77,208.26,24.75,48.7,219.36,427.62
224.66,300.03,0.25,35.14,553.68,853.71
125.57,183.2,13.9,36.47,319.08,502.28
72.16,34.51,23.44,26.57,95.38,129.89
49.35,112.37,17.15,50.6,109.7,222.07
40.29,59.31,7.1,43.3,77.68,136.99
62.54,25.31,19.99,22.48,87.26,112.57
397.61,608.59,3.4,45.02,743.28,1351.87
85.57,251.7,17.47,58.83,176.15,427.85
170.28,149.4,11.58,23.4,489.15,638.55
16.73,15.83,8.98,49.8,15.96,31.79
207.5,325.05,17.17,52.22,297.45,622.5
143.42,95.24,20.18,24.6,291.99,387.23
15.72,16.99,0.25,30.78,38.2,55.19
77.39,110.32,19.85,39.6,168.28,278.6
164.67,144.67,9.33,39.05,225.84,370.51
139.35,170.67,24.71,36.02,303.12,473.79
26.58,59.65,16.58,44.88,73.25,132.9
183.61,148.36,10.21,22.44,512.64,661.0
35.77,43.78,10.24,38.25,70.68,114.46
427.46,395.34,2.58,25.69,1097.55,1538.86
243.95,418.68,2.23,38.14,679.1,1097.78
93.64,88.25,16.69,52.36,80.3,168.55
47.47,20.73,3.02,45.96,24.37,45.1
15.72,7.18,9.34,45.08,13.04,22.06
88.79,244.95,21.67,55.18,199.0,443.95
239.9,54.9,4.51,25.43,161.01,215.91
123.06,170.16,16.85,34.57,322.08,492.24
305.68,696.46,16.8,50.63,679.1,1375.56
67.48,23.36,19.08,38.47,37.37,60.73
65.25,73.23,23.53,37.41,122.52,195.75
30.79,49.31,21.34,35.59,89.25,138.56
369.34,204.25,13.35,23.04,682.17,886.42
60.6,24.88,7.89,41.06,35.72,60.6
48.39,71.21,17.74,43.28,93.32,164.53
41.24,16.33,10.25,23.29,53.78,70.11
64.71,49.22,8.68,47.54,54.32,103.54
120.95,56.64,15.13,52.03,52.21,108.85
463.43,784.3,8.49,43.01,1097.55,1805.0
69.65,48.86,8.46,35.08,90.44,139.3
108.4,55.79,21.83,51.47,52.61,108.4
75.78,35.25,9.01,51.69,32.95,68.2
230.67,508.2,15.87,44.06,645.15,1153.35
66.12,33.86,24.12,53.91,28.95,62.81
209.2,199.2,18.49,47.61,219.2,418.4
137.79,46.37,14.46,13.24,367.0,413.37
115.72,154.29,1.24,44.44,192.87,347.16
225.8,488.95,1.39,45.59,583.6,1072.55
99.34,86.83,0.49,46.0,101.92,188.75
24.05,26.82,18.58,24.78,81.4,108.22
216.18,228.0,15.03,37.01,388.11,616.11
140.49,53.53,6.47,44.82,65.89,119.42
39.51,55.95,4.24,52.45,50.73,106.68
336.22,251.49,13.92,44.0,320.08,571.57
19.1,37.02,16.96,51.01,35.56,72.58
276.35,161.74,4.12,58.53,114.61,276.35
125.16,110.43,18.86,51.9,102.34,212.77
56.0,126.76,18.58,56.59,97.24,224.0
157.47,80.12,3.72,29.93,187.58,267.7
223.35,283.06,8.63,44.47,353.49,636.55
66.79,57.24,20.84,45.11,69.66,126.9
180.85,290.76,2.96,40.19,432.64,723.4
113.12,230.2,13.87,40.7,335.4,565.6
297.5,492.35,12.9,41.37,697.65,1190.0
29.72,7.18,4.11,25.3,16.65,22.29
367.79,438.41,18.25,29.8,1032.75,1471.16
107.85,34.33,4.97,39.79,51.95,86.28
116.81,50.86,9.62,25.61,147.72,198.58
115.64,32.34,9.5,13.24,227.85,260.19
136.68,178.04,21.14,32.57,368.68,546.72
19.95,7.18,3.14,30.42,13.04,22.06
196.43,342.28,22.57,43.56,443.44,785.72
23.55,9.23,13.35,41.26,13.14,22.37
172.33,402.4,1.83,58.38,286.92,689.32
176.71,152.22,19.3,20.27,598.8,751.02
25.15,13.73,13.03,57.47,13.04,23.89
154.79,214.8,12.36,29.21,520.45,735.25
172.56,338.32,9.57,43.57,438.2,776.52
474.06,419.82,4.79,52.09,386.08,805.9
74.03,33.75,3.68,45.59,40.28,74.03
32.99,55.5,11.97,33.65,109.45,164.95
190.11,369.02,10.88,51.08,353.4,722.42
220.19,541.86,15.72,54.69,449.0,990.86
22.89,20.27,1.88,26.04,57.56,77.83
113.55,140.95,21.83,43.55,182.67,323.62
87.05,168.96,15.98,48.52,179.24,348.2
58.38,54.51,11.64,31.12,120.63,175.14
115.67,265.12,0.85,57.3,197.56,462.68
28.1,58.23,2.67,48.76,61.2,119.43
163.04,147.42,16.46,45.21,178.66,326.08
22.25,25.02,10.79,46.85,28.38,53.4
122.54,53.84,0.25,43.94,68.7,122.54
74.27,42.04,2.27,56.6,32.23,74.27
35.6,27.64,15.17,24.26,86.28,113.92
178.41,363.36,21.7,50.92,350.28,713.64
192.1,41.63,15.43,24.08,131.26,172.89
388.82,214.82,20.79,30.69,485.06,699.88
315.08,615.91,8.48,43.44,801.95,1417.86
121.02,99.3,0.94,41.03,142.74,242.04
90.97,74.79,16.86,48.36,79.86,154.65
49.98,112.25,9.44,44.92,137.65,249.9
151.17,57.09,18.41,13.24,509.8,566.89
21.9,9.0,0.9,41.1,13.04,22.06
309.59,576.76,24.5,41.4,816.4,1393.16
59.32,100.26,16.5,56.34,77.7,177.96
86.9,65.59,18.03,39.73,99.52,165.11
86.83,72.63,24.1,46.47,83.66,156.29
343.12,679.99,6.28,55.05,555.24,1235.23
368.06,748.59,17.92,53.52,650.04,1398.63
23.25,45.4,17.74,39.05,70.85,116.25
432.47,564.6,2.27,32.64,1097.55,1729.88
60.44,24.15,19.98,47.01,27.22,51.37
41.36,19.55,13.5,18.54,85.92,105.47
64.65,107.77,6.0,37.04,183.15,290.92
73.95,148.32,14.64,50.14,147.48,295.8
67.56,125.58,0.63,43.74,161.55,287.13
445.98,395.7,2.46,49.29,407.06,802.76
176.14,198.49,13.94,39.54,303.51,502.0
71.2,45.06,21.88,42.19,61.74,106.8
42.48,104.8,14.54,49.34,107.6,212.4
47.59,119.8,19.99,50.35,118.15,237.95
66.04,150.43,0.25,50.62,146.75,297.18
119.6,139.8,1.86,36.53,242.92,382.72
136.04,212.66,7.61,43.42,277.08,489.74
163.1,185.35,24.75,28.41,467.05,652.4
237.96,457.52,4.36,48.07,494.32,951.84
373.0,134.82,0.25,36.14,238.18,373.0
301.32,299.62,16.85,49.72,303.02,602.64
141.34,45.48,10.28,32.18,95.86,141.34
49.79,57.69,13.78,40.66,84.21,141.9
263.86,100.27,9.12,42.22,137.2,237.47
199.54,161.43,14.91,42.58,217.7,379.13
177.95,217.35,18.08,35.92,387.68,605.03
453.78,241.24,6.71,22.15,847.83,1089.07
134.19,236.8,19.0,37.15,400.6,637.4
152.15,117.0,22.15,32.04,248.16,365.16
291.69,339.04,23.84,58.12,244.34,583.38
278.82,522.16,14.47,49.28,537.36,1059.52
50.18,75.06,3.44,31.49,163.3,238.36
466.58,784.3,4.89,45.27,970.4,1773.0
84.36,56.02,10.61,19.53,230.8,286.82
113.94,91.73,17.53,44.73,113.36,205.09
126.32,69.46,1.49,17.18,334.76,404.22
341.55,239.5,0.25,36.91,409.44,648.94
163.72,256.95,0.38,52.31,234.21,491.16
141.58,275.55,9.45,40.97,396.95,672.5
388.98,402.6,24.75,54.47,336.46,739.06
151.61,48.78,2.84,40.22,72.51,121.29
125.17,169.46,16.01,42.31,231.08,400.54
237.5,325.08,0.66,45.63,387.42,712.5
133.15,70.03,7.51,27.68,182.96,252.99
93.21,38.97,24.57,41.81,54.24,93.21
280.23,325.5,15.21,34.16,627.28,952.78
241.6,180.54,23.58,27.68,471.78,652.32
236.46,120.84,24.73,30.06,281.14,401.98
84.38,81.27,1.51,32.1,171.87,253.14
210.88,219.23,6.51,36.48,381.78,601.01
108.27,29.14,21.14,29.91,68.3,97.44
269.6,61.0,22.88,26.62,168.16,229.16
295.62,784.3,7.21,58.23,617.4,1478.1
55.98,147.8,2.43,52.8,132.1,279.9
109.08,35.3,23.69,34.06,68.33,103.63
115.15,194.09,5.11,39.66,295.3,489.39
368.29,364.49,21.24,34.73,685.14,1049.63
21.47,38.01,6.01,59.01,26.4,64.41
62.02,28.23,14.81,47.91,30.69,58.92
243.45,224.58,22.42,25.62,651.84,876.42
116.22,198.05,13.23,34.08,383.05,581.1
173.19,84.04,4.15,51.08,80.49,164.53
110.1,93.51,20.11,49.96,93.66,187.17
195.18,444.81,12.16,50.64,433.5,878.31
125.63,46.34,15.62,43.39,60.45,106.79
48.23,51.41,2.85,41.8,71.58,122.99
91.71,54.81,14.85,19.92,220.32,275.13
167.65,80.23,14.67,53.17,70.65,150.88
203.85,238.66,5.14,32.52,495.2,733.86
114.98,169.77,9.11,49.22,175.17,344.94
244.81,358.62,19.04,54.25,302.37,660.99
190.64,98.8,21.12,32.39,206.22,305.02
29.13,38.07,12.3,36.3,66.8,104.87
90.8,92.82,12.17,34.07,179.58,272.4
232.36,339.13,5.89,54.06,288.24,627.37
146.38,51.67,11.6,20.76,197.18,248.85
193.51,202.97,9.93,24.68,619.45,822.42
223.7,181.4,1.25,20.27,713.4,894.8
147.61,157.29,21.35,25.07,470.05,627.34
319.9,226.7,15.41,20.84,860.96,1087.66
149.64,102.76,21.48,36.14,181.56,284.32
104.84,210.54,8.81,42.28,287.45,497.99
81.88,108.1,9.55,34.74,203.04,311.14
85.82,143.62,8.82,44.63,178.2,321.82
85.72,214.5,24.41,50.05,214.1,428.6
84.04,108.35,13.25,45.24,131.16,239.51
101.98,90.06,1.41,49.06,93.5,183.56
23.74,31.92,23.37,33.61,63.04,94.96
312.88,488.1,6.54,52.0,450.54,938.64
183.03,64.97,13.26,39.44,99.76,164.73
111.97,136.44,11.91,30.46,311.44,447.88
16.89,21.18,9.16,33.0,43.0,64.18
119.65,267.64,11.91,55.92,210.96,478.6
172.23,201.94,4.13,58.63,142.52,344.46
94.66,42.03,4.71,49.34,43.16,85.19
212.53,51.67,11.86,28.6,128.98,180.65
93.89,102.26,8.23,28.66,254.52,356.78
291.63,581.69,4.35,41.99,803.55,1385.24
107.6,179.75,1.0,39.31,277.55,457.3
106.72,70.97,20.34,19.56,291.88,362.85
120.02,179.78,5.92,35.25,330.3,510.08
41.42,61.64,3.84,33.07,124.75,186.39
26.6,34.47,7.77,43.2,45.33,79.8
43.71,118.62,12.04,57.13,89.0,207.62
68.74,12.77,18.23,13.24,90.34,103.11
95.04,51.61,12.45,57.16,38.68,90.29
143.87,261.76,17.38,45.49,313.72,575.48
50.66,12.89,9.33,26.78,35.24,48.13
245.07,158.1,1.25,32.26,332.04,490.14
37.7,21.75,19.48,38.46,34.8,56.55
247.64,159.67,8.45,25.29,471.81,631.48
249.03,165.93,6.22,37.02,282.32,448.25
